budget,genres,id,keywords,overview,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,title,vote_average,vote_count,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",31175,[],"SOUL KITCHEN film center on a likable but hopelessly disorganized restauranteur , Zinos , whose cafe be second home to a motley crew of lovable eccentric . when his girlfriend Nadine up and move to Shanghai , a love - sick Zinos decide to fly after she , leave his restaurant in the hand of his unreliable ex - con brother Illias . both decision turn out disastrous : Illias gamble away the restaurant to a shady real estate agent , and Zinos find Nadine with a new lover . if the brother can stop argue and get it together , the Soul Kitchen might still have one last chance at stay in business . the mayhem that follow be a hilariously entertaining story of self - realization , set to an irresistibly soulful soundtrack .",5.461487,"[{""name"": ""Coraz\u00f3n International"", ""id"": 200}, {""name"": ""Biograf Jan Sv\u011br\u00e1k"", ""id"": 6419}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",17872796,99.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Soul Kitchen,7.1,116,0,2009,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000000,"[{""id"": 18, ""name"": ""Drama""}]",12498,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 170652, ""name"": ""father figure""}]","Karl Childers be a mentally disabled man who have be in the custody of the state mental hospital since the age of 12 for kill his mother and her lover . although thoroughly institutionalize , Karl be deem fit to be release into the outside world .",14.805264,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24475416,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sling Blade,7.4,231,1,1996,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800000,"[{""id"": 27, ""name"": ""Horror""}]",1690,"[{""id"": 572, ""name"": ""sex""}, {""id"": 587, ""name"": ""amsterdam""}, {""id"": 1295, ""name"": ""europe""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 157959, ""name"": ""surgery""}]","three backpacker head to a slovakian city that promise to meet their hedonistic expectation , with no idea of the hell that await they .",38.83192,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Raw Nerve"", ""id"": 1631}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Hostel LLC"", ""id"": 17793}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",80578934,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hostel,5.7,887,1,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",64720,"[{""id"": 10150, ""name"": ""end of the world""}, {""id"": 12332, ""name"": ""apocalypse""}]","plague by a series of apocalyptic vision , a young husband and father question whether to shelter his family from a come storm , or from himself .",19.807295,"[{""name"": ""Hydraulx"", ""id"": 10936}, {""name"": ""REI Capital"", ""id"": 21925}, {""name"": ""Grove Hill Productions"", ""id"": 21926}, {""name"": ""Strange Matter Films"", ""id"": 21927}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3099314,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Take Shelter,7.1,471,1,2011,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700000,"[{""id"": 27, ""name"": ""Horror""}]",16337,"[{""id"": 9366, ""name"": ""hammer""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 12394, ""name"": ""chainsaw""}]",a radio host be victimize by the cannibal family as a former Texas Marshall hunt they .,9.617777,"[{""name"": ""Cannon Films"", ""id"": 4110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8025872,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Texas Chainsaw Massacre 2,5.9,139,1,1986,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638783,"[{""id"": 37, ""name"": ""Western""}]",11577,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5672, ""name"": ""billy the kid""}, {""id"": 10176, ""name"": ""gun battle""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10688, ""name"": ""breast""}, {""id"": 226499, ""name"": ""manhunt""}]",an age Pat Garrett be hire as a lawman on behalf of a group of wealthy New Mexico cattle baron -- his sole purpose be to bring down his old friend Billy the Kid .,4.495256,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11000000,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pat Garrett & Billy the Kid,7.2,65,1,1973,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",77987,"[{""id"": 3432, ""name"": ""bangkok""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 212412, ""name"": ""very little dialogue""}]","Julian , who run a Thai boxing club as a front organization for his family 's drug smuggling operation , be force by his mother Jenna to find and kill the individual responsible for his brother 's recent death .",35.754865,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""A Grand Elephant"", ""id"": 19865}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""TH"", ""name"": ""Thailand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10337387,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Only God Forgives,5.6,862,1,2013,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9336,"[{""id"": 1482, ""name"": ""trainer""}]","new rule enforce by the Lady Mayoress mean that sex , weight , height and intelligence need no long be a factor for join the Police Force . this open the floodgate for all and sundry to enter the Police Academy , much to the chagrin of the instructor . not everyone be there through choice , though . social misfit Mahoney have be force to sign up as the only alternative to a jail sentence and it do not take long before he fall foul of the boorish Lieutenant Harris . but before long , Mahoney realise that he be enjoy be a police cadet and decide he want to stay ... while Harris decide he want Mahoney out !",15.002502,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",146198896,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Police Academy,6.5,602,1,1984,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",5689,"[{""id"": 566, ""name"": ""sexual identity""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 11823, ""name"": ""pacific island""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 155746, ""name"": ""deserted island""}, {""id"": 157524, ""name"": ""tropical island""}]","two small child and a ship 's cook survive a shipwreck and find safety on an idyllic tropical island . soon , however , the cook die and the young boy and girl be leave on their own . day become year and Emmeline ( Brooke Shields ) and Richard ( Christopher Atkins ) make a home for themselves surround by exotic creature and nature 's beauty . but will they ever see civilization again ?",22.585384,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",58853106,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Blue Lagoon,5.8,408,1,1980,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",712,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1873, ""name"": ""yuppie""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3583, ""name"": ""bridegroom""}, {""id"": 3584, ""name"": ""bridesmaid""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 5347, ""name"": ""clumsy fellow""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 13027, ""name"": ""wedding""}]",four wedding and a Funeral be a british comedy about a british Man name Charles and an American Woman name Carrie who go through numerous wedding before they determine if they be right for one another .,29.834065,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",254700832,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Four Weddings and a Funeral,6.6,632,1,1994,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500000,"[{""id"": 35, ""name"": ""Comedy""}]",13342,"[{""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6490, ""name"": ""shopping mall""}, {""id"": 7984, ""name"": ""bikini""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11254, ""name"": ""loss of virginity""}, {""id"": 11485, ""name"": ""drug humor""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 54169, ""name"": ""stoner""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 173186, ""name"": ""teenage pregnancy""}, {""id"": 187056, ""name"": ""woman director""}]","follow a group of high school student grow up in southern California , base on the real - life adventure chronicle by Cameron Crowe . Stacy Hamilton and Mark Ratner be look for a love interest , and be help along by their old classmate , Linda Barrett and Mike Damone , respectively . the center of the film be hold by Jeff Spicoli , a perpetually stone surfer dude who face off with the resolute Mr. Hand , who be convince that everyone be on dope .",20.403344,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Refugee Films"", ""id"": 8794}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27092880,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fast Times at Ridgemont High,7.0,322,1,1982,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",10339,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 4327, ""name"": ""stroke of fate""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 9748, ""name"": ""revenge""}]","in 1841 , young Ishmael sign up for service abroad the Pequod , a whaler sail out of New Bedford . the ship be under the command of Captain Ahab , a strict disciplinarian who exhort his man to find Moby Dick , the great white whale . Ahab lose his his leg to that creature and be desperate for revenge . as the crew soon learn , he will stop at nothing to gain satisfaction .",5.224593,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moulin Productions Inc."", ""id"": 14373}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10400000,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Moby Dick,6.9,89,1,1956,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1429,"[{""id"": 378, ""name"": ""prison""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 5490, ""name"": ""girlfriend""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","the filmed adaptation from David Benioff 's novel of the same name . set in New York , a convict drug dealer name Monty have one day leave of freedom before he be send to prison . anger , blame , frustration , betrayal , guilt and loneliness be theme on this last day of friend , family , party , say goodbye , and set thing straight . a Spike Lee joint .",30.196039,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13060843,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",25th Hour,7.2,629,1,2002,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",9303,"[{""id"": 378, ""name"": ""prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 156121, ""name"": ""ex-con""}, {""id"": 187056, ""name"": ""woman director""}]","Corky , a tough female ex con and her lover Violet concoct a scheme to steal million of stash mob money and pin the blame on Violet 's crooked boyfriend Caeser .",15.359952,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Spelling Films"", ""id"": 10355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7011317,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bound,6.9,198,1,1996,9,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",641,"[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 3428, ""name"": ""speed""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 33625, ""name"": ""illegal prostitution""}]",the hope and dream of four ambitious people be shatter when their drug addiction begin spiral out of control . a look into addiction and how it overcome the mind and body .,11.573034,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7390108,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Requiem for a Dream,7.9,2443,1,2000,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,"[{""id"": 35, ""name"": ""Comedy""}]",252680,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 166123, ""name"": ""parent child relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","yearning for an evening without their kid , some friend plan a night out . but to do this , their husband need to watch the kid . what can go wrong ?",10.274542,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Pure Flix Entertainment"", ""id"": 6427}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""FourBoys Entertainment"", ""id"": 80078}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10429707,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Moms' Night Out,5.5,121,1,2014,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",141,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 13130, ""name"": ""teenager""}]","after narrowly escape a bizarre accident , a troubled teenager be plague by vision of a large bunny rabbit that manipulate he to commit a series of crime .",61.210016,"[{""name"": ""Pandora Cinema"", ""id"": 185}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Adam Fields Productions"", ""id"": 3334}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1270522,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Donnie Darko,7.7,3452,1,2001,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4550,"[{""id"": 10183, ""name"": ""independent film""}]","after a 13 - year imprisonment for the kidnap and murder of a 6 year old boy , beautiful Lee Guem - ja start seek revenge on the man that be really responsible for the boy 's death . with the help of fellow inmate and reunite with her daughter , she get close and close to her goal . but will her action lead to the relief she seek ?",17.074843,"[{""name"": ""CJ Capital Investment"", ""id"": 946}, {""name"": ""Korea Capital Investment"", ""id"": 1687}, {""name"": ""Moho Films"", ""id"": 1688}, {""name"": ""TSJ Entertainment"", ""id"": 1689}, {""name"": ""Samsung Venture Capital"", ""id"": 1690}, {""name"": ""Ilshin Capital Investments"", ""id"": 1691}, {""name"": ""Centurion Investment"", ""id"": 1692}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",23803308,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Sympathy for Lady Vengeance,7.4,356,0,2005,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",36419,"[{""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 12544, ""name"": ""crying""}, {""id"": 41379, ""name"": ""argument""}, {""id"": 187056, ""name"": ""woman director""}]","a young woman catch between life and death ... and a funeral director who appear to have the gift of transition the dead , but might just be intent on bury she alive .",14.570359,"[{""name"": ""Plum Pictures"", ""id"": 2224}, {""name"": ""Harbor Light Entertainment"", ""id"": 6020}, {""name"": ""Lleju Productions"", ""id"": 12410}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3606395,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",After.Life,5.4,251,1,2010,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,"[{""id"": 18, ""name"": ""Drama""}]",510,"[{""id"": 30, ""name"": ""individual""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 15106, ""name"": ""psychiatrist""}]","while serve time for insanity at a state mental hospital , implacable rabble - rouser , Randle Patrick McMurphy inspire his fellow patient to rebel against the authoritarian rule of head nurse , Mildred Ratched .",127.525581,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Fantasy Films"", ""id"": 286}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",108981275,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One Flew Over the Cuckoo's Nest,8.2,2919,1,1975,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",375290,"[{""id"": 2227, ""name"": ""evacuation""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 15087, ""name"": ""iraq war""}]","when Iraq invade Kuwait in August , 1990 , a callous indian businessman become the spokesperson for more than 170,000 strand countryman .",2.551559,"[{""name"": ""T-Series"", ""id"": 3522}, {""name"": ""Hari Om Entertainment Co."", ""id"": 3942}, {""name"": ""Cape Of Good Films"", ""id"": 35063}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",32000000,126.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ml"", ""name"": """"}]",Airlift,7.3,57,0,2016,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730500,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",116613,"[{""id"": 6731, ""name"": ""british""}, {""id"": 10988, ""name"": ""based on tv series""}]","base on the ' 70s UK tv show , the Sweeney be an action - pack british police thriller from the director of Football Factory . Jack Regan ( Ray Winstone ) , a hardened cop who do not play by the rule , be confront with a criminal from his past . with sidekick George Carter ( Ben Drew aka Plan B ) they be put on the case of a jewellery store heist that end in a killing . but be that kill really an execution in disguise ? with pressure from his boss and the fact that Regan be have an affair with that boss ’s wife , it ’s not go to be easy for he to stay out of trouble .",6.938854,"[{""name"": ""Vertigo Films"", ""id"": 10393}, {""name"": ""Exponential Films"", ""id"": 10896}, {""name"": ""Embargo Films"", ""id"": 22789}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6294161,112.0,"[{""iso_639_1"": ""sr"", ""name"": ""Srpski""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Sweeney,5.7,109,1,2012,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1088,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 941, ""name"": ""tradition""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 2273, ""name"": ""role of women""}, {""id"": 2386, ""name"": ""empowerment""}, {""id"": 2914, ""name"": ""chief""}, {""id"": 2971, ""name"": ""grandfather granddaughter relationship""}, {""id"": 3131, ""name"": ""modern society""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 4677, ""name"": ""patriarch""}, {""id"": 4707, ""name"": ""canoe""}, {""id"": 13056, ""name"": ""loss of wife""}, {""id"": 187056, ""name"": ""woman director""}]","on the east coast of New Zealand , the Whangara people believe their presence there date back a thousand year or more to a single ancestor , Paikea , who escape death when his canoe capsize by ride to shore on the back of a whale . from then on , Whangara chief , always the first - bear , always male , have be consider Paikea 's direct descendant . Pai , an 11 - year - old girl in a patriarchal New Zealand tribe , believe she be destine to be the new chief . but her grandfather Koro be bind by tradition to pick a male leader . Pai love Koro more than anyone in the world , but she must fight he and a thousand year of tradition to fulfill her destiny .",12.439495,"[{""name"": ""South Pacific Pictures"", ""id"": 654}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",41400000,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""mi"", ""name"": """"}]",Whale Rider,7.1,111,1,2003,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
