budget,keywords,overview,revenue,runtime,title,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
2000000,"[{""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10984, ""name"": ""true""}, {""id"": 17975, ""name"": ""transgender""}, {""id"": 18047, ""name"": ""anger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191008, ""name"": ""nebraska""}, {""id"": 205733, ""name"": ""small town murder""}, {""id"": 208799, ""name"": ""transphobia""}, {""id"": 210039, ""name"": ""gender identity""}]","female bear , Teena Brandon adopt his male identity of Brandon Teena and attempt to find himself and love in Nebraska .",11540607,118.0,Boys Don't Cry,1,1999,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 6152, ""name"": ""supernatural""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 173360, ""name"": ""beer bottle""}, {""id"": 173361, ""name"": ""real time""}, {""id"": 173362, ""name"": ""candelabra""}, {""id"": 173367, ""name"": ""reference to facebook""}, {""id"": 173368, ""name"": ""padlock""}, {""id"": 187056, ""name"": ""woman director""}]","Sarah return with her father and uncle to fix up the family 's longtime summerhouse after it be violate by squatter in the off - season . as they work in the dark , Sarah begin to hear sound from within the wall of the board - up building . although she barely remember the place , Sarah sense the past may still haunt the home .",13101672,85.0,Silent House,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 74, ""name"": ""germany""}, {""id"": 220, ""name"": ""berlin""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 292, ""name"": ""berlin wall""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 1772, ""name"": ""german democratic republic""}, {""id"": 1776, ""name"": ""stasi""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2903, ""name"": ""propaganda""}, {""id"": 2930, ""name"": ""freedom of speech""}, {""id"": 2935, ""name"": ""house search""}, {""id"": 2936, ""name"": ""artists' life""}, {""id"": 5265, ""name"": ""spying""}, {""id"": 6022, ""name"": ""arts""}, {""id"": 6086, ""name"": ""government""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 18457, ""name"": ""minister for education""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 156026, ""name"": ""east germany""}, {""id"": 173644, ""name"": ""communism""}, {""id"": 206304, ""name"": ""mfs""}]",a tragic love story set in East Berlin with the backdrop of an undercover Stasi control culture . stasi captain Wieler be order to follow author Dreyman and plunge deeply and deep into his life until he reach the threshold of doubt the system .,70000000,137.0,The Lives of Others,0,2006,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000000,"[{""id"": 5905, ""name"": ""father""}, {""id"": 6150, ""name"": ""faith""}]","as law enforcement officer , Adam Mitchell , Nathan Hayes , and their partner be confident and focused . they willingly stand up to the bad the street have to offer . yet at the end of the day , they face a challenge that none of they be truly prepared to tackle : fatherhood . they know that God desire to turn the heart of father to their child , but their child be begin to drift far and far away from they . when tragedy hit home , these man be leave wrestle with their hope , their fear , their faith , and their fathering . can a new find urgency help these dad draw close to God ... and to their child ? COURAGEOUS be the fourth release of Sherwood Pictures , the movie make ministry of Sherwood Church in Albany , Georgia .",34522221,129.0,Courageous,1,2011,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 554, ""name"": ""manager""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1356, ""name"": ""billard""}, {""id"": 2348, ""name"": ""hustler""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 10594, ""name"": ""money""}, {""id"": 18249, ""name"": ""game""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 199050, ""name"": ""player""}]",fast Eddie Felson be a small - time pool hustler with a lot of talent but a self - destructive attitude . his bravado cause he to challenge the legendary Minnesota Fats to a high - stake match .,7600000,134.0,The Hustler,1,1961,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000000,"[{""id"": 6281, ""name"": ""partnership""}, {""id"": 10590, ""name"": ""oil""}, {""id"": 156706, ""name"": ""oil tycoon""}, {""id"": 193506, ""name"": ""wildcatter""}, {""id"": 193507, ""name"": ""oil field""}]",mcmaster and Sand come to oil town to get rich . Betsey come West intend to marry Sand but marry McMasters instead . get rich and lose it all teach McMasters and sand the value of personal tie .,9172000,119.0,Boom Town,1,1940,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,"[{""id"": 254, ""name"": ""france""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 6951, ""name"": ""biker""}, {""id"": 8633, ""name"": ""tour de france""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 33473, ""name"": ""triplet""}, {""id"": 33474, ""name"": ""band singer""}, {""id"": 154802, ""name"": ""silent film""}, {""id"": 172972, ""name"": ""old woman""}]","when her grandson be kidnap during the Tour de France , Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters -- an aged song - and - dance team from the day of Fred Astaire -- to rescue he .",1477676,80.0,The Triplets of Belleville,0,2003,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 175329, ""name"": ""v.a. hospital""}, {""id"": 175331, ""name"": ""junk sale""}, {""id"": 175336, ""name"": ""jellybean""}, {""id"": 175339, ""name"": ""greeting card""}, {""id"": 175340, ""name"": ""file clerk""}, {""id"": 175343, ""name"": ""garage sale""}, {""id"": 175345, ""name"": ""comic book art""}, {""id"": 175357, ""name"": ""neurotic""}, {""id"": 187056, ""name"": ""woman director""}]",an original mix of fiction and reality illuminate the life of comic book hero everyman Harvey Pekar .,6003587,101.0,American Splendor,1,2003,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700000,"[{""id"": 90, ""name"": ""paris""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 811, ""name"": ""dialogue""}, {""id"": 814, ""name"": ""talking""}, {""id"": 815, ""name"": ""soulmates""}, {""id"": 816, ""name"": ""walking""}, {""id"": 817, ""name"": ""bookshop""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 10818, ""name"": ""author""}]",nine year ago two stranger meet by chance and spend a night in Vienna that end before sunrise . they be about to meet for the first time since . now they have one afternoon to find out if they belong together .,15992615,80.0,Before Sunset,1,2004,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 960, ""name"": ""homeless person""}, {""id"": 1547, ""name"": ""mexico city""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10399, ""name"": ""dogfight""}, {""id"": 10594, ""name"": ""money""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 209987, ""name"": ""new mexican cinema""}]",three different people in Mexico City be catapult into dramatic and unforeseen circumstance in the wake of a terrible car crash : a young punk stumble into the sinister underground world of dog fighting ; an injure supermodel 's designer pooch disappear into the apartment 's floorboard ; and an ex - radical turn hit man rescue a gunshot Rotweiler .,20908467,154.0,Amores perros,0,2000,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 1332, ""name"": ""cheating""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10049, ""name"": ""teen angst""}, {""id"": 11696, ""name"": ""underage drinking""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 34130, ""name"": ""makeover""}, {""id"": 41352, ""name"": ""drug overdose""}, {""id"": 41355, ""name"": ""teacher student relationship""}, {""id"": 156196, ""name"": ""street life""}, {""id"": 158020, ""name"": ""movie theater""}, {""id"": 175233, ""name"": ""razor blade""}, {""id"": 176780, ""name"": ""tattoo shop""}, {""id"": 178444, ""name"": ""peer pressure""}, {""id"": 178448, ""name"": ""shoe store""}, {""id"": 178452, ""name"": ""overachiever""}, {""id"": 178471, ""name"": ""reference to jack black""}, {""id"": 178474, ""name"": ""flunking out of school""}, {""id"": 178475, ""name"": ""promiscuous mother""}, {""id"": 178482, ""name"": ""glue sniffing""}, {""id"": 187056, ""name"": ""woman director""}]","Tracy be a normal 13 - year - old try to make it in school . after befriend the most popular girl at school , Evie , Tracy 's world be turn upside down when Evie introduce she to a world of sex , drug and cash . but it be not long before Tracy 's new world and attitude finally take a toll on she , her family , and old friend .",4601043,100.0,Thirteen,1,2003,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 10144, ""name"": ""anti semitism""}, {""id"": 13065, ""name"": ""soldier""}]",a magazine writer pose as a Jew to expose anti - semitism .,7800000,118.0,Gentleman's Agreement,1,1947,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000000,"[{""id"": 5905, ""name"": ""father""}, {""id"": 6148, ""name"": ""court""}, {""id"": 14657, ""name"": ""bail""}, {""id"": 14658, ""name"": ""drug trade""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]","17 year - old Ree Dolly set out to track down her father , who put their house up for his bail bond and then disappear . if she fail , Ree and her family will be turn out into the Ozark wood . challenge she outlaw kin 's code of silence and risk her life , Ree hack through the lie , evasion and threat offer up by her relative and begin to piece together the truth .",13831503,100.0,Winter's Bone,1,2010,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"[{""id"": 2820, ""name"": ""wound""}, {""id"": 4560, ""name"": ""mountaineer""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 7330, ""name"": ""glacier""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 209455, ""name"": ""cordillera huayhuash""}]","a documentary base on the book of the same name by Joe Simpson about Simpson 's and Simon Yates ' disastrous and near - fatal attempt to climb 6,344 m Siula Grande in the Cordillera Huayhuash in the peruvian Andes in 1985 .",13885802,106.0,Touching the Void,1,2003,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 593, ""name"": ""globalization""}, {""id"": 974, ""name"": ""bank""}, {""id"": 3515, ""name"": ""banker""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6118, ""name"": ""finances""}, {""id"": 6123, ""name"": ""global economy""}, {""id"": 6126, ""name"": ""banking""}, {""id"": 6711, ""name"": ""crisis""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14737, ""name"": ""economics""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 177493, ""name"": ""stock market""}, {""id"": 188950, ""name"": ""corporation""}]","a film that expose the shocking truth behind the economic crisis of 2008 . the global financial meltdown , at a cost of over $ 20 trillion , result in million of people lose their home and job . through extensive research and interview with major financial insider , politician and journalist , inside Job trace the rise of a rogue industry and unveil the corrosive relationship which have corrupt politic , regulation and academia .",7871522,109.0,Inside Job,1,2010,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,"[{""id"": 186117, ""name"": ""dj""}]","Young Cole Carter dream of hit the big time as a Hollywood disc jockey , spend his day and night hang with buddy and work on the one track that will set the world on fire . opportunity come knock when he meet James Reed , a charismatic dj who take the 23 - year - old under his wing . soon , his seemingly clear path to success get complicated when he start fall for his mentor 's girlfriend , jeopardize his new friendship and the future he seem destine to fulfill .",11122090,96.0,We Are Your Friends,1,2015,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 173924, ""name"": ""watching a movie""}, {""id"": 173925, ""name"": ""playing pool""}, {""id"": 173933, ""name"": ""vinegar""}]","Jim Davis be an ex - army Ranger who find himself slip back into his old life of petty crime after a job offer from the LAPD evaporate . his good friend be pressure by his girlfriend Sylvia to find a job , but Jim be more interested in hang out and make cash from small heist , while try to get a law enforcement job so he can marry his mexican girlfriend .",5967038,120.0,Harsh Times,1,2005,9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 1562, ""name"": ""hostage""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 155936, ""name"": ""recovering drug addict""}, {""id"": 170219, ""name"": ""auto theft""}, {""id"": 185722, ""name"": ""based on true events""}]","base on a miraculous true story that draw the attention of the entire nation , be the dramatic , thrilling , and spiritual journey of Ashley Smith and Brian Nichols .   after be take hostage by Brian in her own apartment , Ashley turn to Rick Warren ’s inspirational book , the Purpose Driven Life , for guidance .   in read from the book , Ashley not only find purpose in her own life , but help Brian find a more peaceful resolution to a harrowing situation .",2801508,97.0,Captive,1,2015,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 10183, ""name"": ""independent film""}]","a contemporary comedy set in Los Angeles , full Frontal trace the complicated relationship among seven friend as they deal with the fragile connection that bind they together . full Frontal take place during a twenty - four hour period - a day in the life of miss connection .",2506446,96.0,Full Frontal,1,2002,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 237, ""name"": ""gay""}, {""id"": 242, ""name"": ""new york""}, {""id"": 460, ""name"": ""free love""}, {""id"": 463, ""name"": ""swinger club""}, {""id"": 571, ""name"": ""transsexuality""}, {""id"": 572, ""name"": ""sex""}, {""id"": 826, ""name"": ""heterosexual""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2426, ""name"": ""group sex""}, {""id"": 3201, ""name"": ""orgasm""}, {""id"": 3456, ""name"": ""sex therapy""}, {""id"": 4697, ""name"": ""video""}, {""id"": 7089, ""name"": ""dominatrix""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 12420, ""name"": ""unsimulated sex""}]","a group of New Yorkers catch up in their milieu converge at an underground salon infamous for its blend of art , music , politic , and carnality .. the character converge in a weekly Brooklyn salon loosely inspire by various underground NYC gathering that take place in the early 2000 's .",5179037,101.0,Shortbus,1,2006,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 536, ""name"": ""israel""}, {""id"": 537, ""name"": ""palestine""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 589, ""name"": ""lebanon""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 5907, ""name"": ""middle east conflict""}]","much award animate documentary , in which director and israeli army veteran Ari Folman interview friend and former soldier about their memory of   the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut . the usage on animation enable Folman to illustrate their personal memory and dream .",11125849,90.0,Waltz with Bashir,0,2008,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 833, ""name"": ""white house""}, {""id"": 4691, ""name"": ""occupying power""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15268, ""name"": ""incompetence""}, {""id"": 33636, ""name"": ""irak""}, {""id"": 33637, ""name"": ""superpower""}, {""id"": 33638, ""name"": ""warfare""}]","chronological look at the fiasco in Iraq , especially decision make in the spring of 2003 - and the background of those make decision - immediately follow the overthrow of Saddam : no occupation plan , an inadequate team to run the country , insufficient troop to keep order , and three edict from the White House announce by Bremmer when he take over .",1431623,102.0,No End in Sight,1,2007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 1228, ""name"": ""1970s""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 14669, ""name"": ""older man younger woman relationship""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 156777, ""name"": ""teenage sexuality""}, {""id"": 187056, ""name"": ""woman director""}]","Minnie Goetze be a 15 - year - old aspiring comic - book artist , come of age in the haze of the 1970 in San Francisco . insatiably curious about the world around she , Minnie be a pretty typical teenage girl . oh , except that she ’s sleep with her mother ’s boyfriend .",1477002,98.0,The Diary of a Teenage Girl,1,2015,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"[{""id"": 966, ""name"": ""beach""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1889, ""name"": ""lake""}, {""id"": 1890, ""name"": ""camping""}, {""id"": 4083, ""name"": ""rottweiler""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33494, ""name"": ""couple""}, {""id"": 181858, ""name"": ""gang violence""}, {""id"": 237378, ""name"": ""teenage killer""}]","Eden Lake be a relentlessly tense and immaculately pace horror - thriller about modern youth go wild . when a young couple go to a remote wooded lake for a romantic getaway , their quiet weekend be shatter by an aggressive group of local kid . Rowdiness quickly turn to rage as the teen terrorize the couple in unimaginable way , and a weekend outing become a bloody battle for survival .",3983997,91.0,Eden Lake,1,2008,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,"[{""id"": 2020, ""name"": ""revolution""}, {""id"": 2339, ""name"": ""political activism""}, {""id"": 3090, ""name"": ""loser""}]","when a bumbling New Yorker be dump by his activist girlfriend , he travel to a tiny latin american nation and become involve in its late rebellion .",11833696,82.0,Bananas,1,1971,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987650,"[{""id"": 1533, ""name"": ""isolation""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 7172, ""name"": ""buried alive""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 157902, ""name"": ""psychological""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 206219, ""name"": ""captivity""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 206690, ""name"": ""mind and soul""}, {""id"": 206704, ""name"": ""confined""}]",Paul be a U.S. truck driver work in Iraq . after an attack by a group of Iraqis he wake to find he be bury alive inside a coffin . with only a light and a cell phone it be a race against time to escape this claustrophobic death trap .,19152480,94.0,Buried,1,2010,9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"[{""id"": 934, ""name"": ""judge""}, {""id"": 2869, ""name"": ""juggler""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3026, ""name"": ""reality""}, {""id"": 8406, ""name"": ""street artist""}, {""id"": 9890, ""name"": ""jail""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10232, ""name"": ""fame""}, {""id"": 18028, ""name"": ""hiding""}, {""id"": 33787, ""name"": ""tower""}]","on August 7th 1974 , french tightrope walker Philippe Petit step out on a high wire , illegally rig between New York 's World Trade Center twin tower , then the world 's tall building . after nearly an hour of perform on the wire , 1,350 foot above the sidewalk of Manhattan , he be arrest . this fun and spellbind documentary chronicle Philippe Petit 's "" high "" achievement .",2957978,94.0,Man on Wire,1,2008,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800000,"[{""id"": 2626, ""name"": ""exorcism""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 10864, ""name"": ""human sacrifice""}, {""id"": 11800, ""name"": ""mockumentary""}, {""id"": 18072, ""name"": ""preacher""}, {""id"": 161270, ""name"": ""satanic ritual""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 163055, ""name"": ""satanic cult""}]","after year of perform "" exorcism "" and take believer ’ money , Reverend Marcus travel to rural Louisiana with a film crew so he can dispel what he believe be the myth of demonic possession . the dynamic reverend be certain that this will be another routine "" exorcism "" on a disturbed religious fanatic but instead come upon the blood - soak farm of the Sweetzer family and a true evil he would have never think imaginable .",67738090,87.0,The Last Exorcism,1,2010,8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800000,"[{""id"": 531, ""name"": ""southern usa""}, {""id"": 570, ""name"": ""rape""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1565, ""name"": ""loss of sense of reality""}, {""id"": 2102, ""name"": ""brother-in-law""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 11209, ""name"": ""middle aged woman""}, {""id"": 12980, ""name"": ""brother-in-law sister-in-law relationship""}, {""id"": 157131, ""name"": ""light bulb""}, {""id"": 160945, ""name"": ""expectant father""}, {""id"": 210284, ""name"": ""off screen rape""}]",disturbed Blanche DuBois move in with her sister in New Orleans and be torment by her brutish brother - in - law while her reality crumble around she .,8000000,125.0,A Streetcar Named Desire,1,1951,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1800000,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 1402, ""name"": ""general""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2531, ""name"": ""strategic air command""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 160370, ""name"": ""war room""}, {""id"": 160377, ""name"": ""bomber pilot""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 160387, ""name"": ""ex nazi""}, {""id"": 194825, ""name"": ""doomsday device""}, {""id"": 214655, ""name"": ""absurdism""}]","Insane General Jack D. Ripper initiate a nuclear strike on the Soviet Union . as soon as the action of General "" Buck "" Turgidson be discover , a war room full of politician , general and a russian diplomat all frantically try to stop the nuclear strike . near the end be a scene that be probably the most uniquely unforgettable performance of Slim Pickens in his movie career . Peter Sellers play multiple role in this film .",9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1,1964,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800000,"[{""id"": 973, ""name"": ""refugee camp""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 3528, ""name"": ""flooding""}, {""id"": 5769, ""name"": ""global warming""}, {""id"": 8029, ""name"": ""drama""}, {""id"": 9750, ""name"": ""bayou""}, {""id"": 9970, ""name"": ""crab""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 160069, ""name"": ""auroch""}, {""id"": 160071, ""name"": ""tough love""}, {""id"": 160073, ""name"": ""defrost""}, {""id"": 160075, ""name"": ""levee""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 166959, ""name"": ""lost mother""}, {""id"": 166964, ""name"": ""melting ice caps""}, {""id"": 166971, ""name"": ""shrimp""}, {""id"": 166973, ""name"": ""salt water""}, {""id"": 166974, ""name"": ""explosives""}, {""id"": 166979, ""name"": ""crawfish""}, {""id"": 166980, ""name"": ""shrimping""}, {""id"": 166989, ""name"": ""submerged""}, {""id"": 166992, ""name"": ""grits""}, {""id"": 166993, ""name"": ""african american child""}, {""id"": 166995, ""name"": ""wild man""}]","Hushpuppy , an intrepid six - year - old girl , live with her father , Wink in ' the bathtub ' , a southern Delta community at the edge of the world . Wink ’s tough love prepare she for the unraveling of the universe – for a time when he ’ no long there to protect she . when Wink contract a mysterious illness , nature fly out of whack – temperature rise , and the ice cap melt , unleash an army of prehistoric creature call aurochs . with the water rise , the aurochs come , and Wink ’s health fading , Hushpuppy go in search of her lose mother .",21107746,93.0,Beasts of the Southern Wild,1,2012,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700000,"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14759, ""name"": ""ape""}]","the fifth and final episode in the Planet of the Apes series . after the collapse of human civilization , a community of intelligent ape lead by Caesar live in harmony with a group of human . Gorilla General Aldo try to cause an ape civil war and a community of human mutant who live beneath a destroy city try to conquer those whom they perceive as enemy . all lead to the finale .",8844595,93.0,Battle for the Planet of the Apes,1,1973,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
